date,row_id,row_name,total_list_size
01/11/2022,QJK,NHS DEVON INTEGRATED CARE BOARD,1277983
01/11/2022,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,811677
01/11/2022,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1198325
01/11/2022,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2065241
01/11/2022,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1978674
01/11/2022,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1620505
01/11/2022,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2386215
01/11/2022,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1768923
01/11/2022,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1087166
01/11/2022,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1177407
01/11/2022,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,820443
01/11/2022,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1830235
01/11/2022,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",522805
01/11/2022,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3187178
01/11/2022,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1782387
01/11/2022,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",987371
01/11/2022,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,819557
01/11/2022,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,679917
01/11/2022,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1934910
01/11/2022,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2809412
01/11/2022,QSL,NHS SOMERSET INTEGRATED CARE BOARD,598868
01/11/2022,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1256054
01/11/2022,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600003
01/11/2022,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1962738
01/11/2022,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1296383
01/11/2022,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1026880
01/11/2022,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1066692
01/11/2022,QVV,NHS DORSET INTEGRATED CARE BOARD,823989
01/11/2022,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1740349
01/11/2022,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2637921
01/11/2022,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1068341
01/11/2022,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1131790
01/11/2022,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2733723
01/12/2022,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1828728
01/12/2022,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1496113
01/12/2022,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,820981
01/12/2022,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1260790
01/12/2022,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1093188
01/12/2022,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1583927
01/12/2022,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3171534
01/12/2022,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1117511
01/12/2022,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1055337
01/12/2022,QJK,NHS DEVON INTEGRATED CARE BOARD,1279709
01/12/2022,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,812461
01/12/2022,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1201944
01/12/2022,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2068752
01/12/2022,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1981625
01/12/2022,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1622264
01/12/2022,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2392425
01/12/2022,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1773024
01/12/2022,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1087849
01/12/2022,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1178898
01/12/2022,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,822041
01/12/2022,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1831878
01/12/2022,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",523319
01/12/2022,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3193294
01/12/2022,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1785107
01/12/2022,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",989028
01/12/2022,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,821097
01/12/2022,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,680814
01/12/2022,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1937423
01/12/2022,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2820555
01/12/2022,QSL,NHS SOMERSET INTEGRATED CARE BOARD,599259
01/12/2022,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1257960
01/12/2022,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600565
01/12/2022,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1965661
01/12/2022,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1298523
01/12/2022,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1028705
01/12/2022,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1067590
01/12/2022,QVV,NHS DORSET INTEGRATED CARE BOARD,824598
01/12/2022,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1742272
01/12/2022,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2640993
01/12/2022,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1069685
01/12/2022,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1132677
01/12/2022,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2736849
01/01/2023,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1829179
01/01/2023,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1496223
01/01/2023,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,821326
01/01/2023,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1261217
01/01/2023,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1094945
01/01/2023,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1586562
01/01/2023,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3172676
01/01/2023,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1118034
01/01/2023,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1056555
01/01/2023,QJK,NHS DEVON INTEGRATED CARE BOARD,1280894
01/01/2023,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,812815
01/01/2023,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1203053
01/01/2023,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2069482
01/01/2023,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1983332
01/01/2023,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1623546
01/01/2023,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2395806
01/01/2023,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1775320
01/01/2023,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1087842
01/01/2023,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1179804
01/01/2023,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,822953
01/01/2023,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1832675
01/01/2023,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",523531
01/01/2023,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3196165
01/01/2023,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1786337
01/01/2023,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",990391
01/01/2023,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,821917
01/01/2023,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,681046
01/01/2023,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1937630
01/01/2023,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2825902
01/01/2023,QSL,NHS SOMERSET INTEGRATED CARE BOARD,599242
01/01/2023,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1258775
01/01/2023,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600386
01/01/2023,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1966330
01/01/2023,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1299639
01/01/2023,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1029644
01/01/2023,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1068951
01/01/2023,QVV,NHS DORSET INTEGRATED CARE BOARD,824754
01/01/2023,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1743273
01/01/2023,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2642173
01/01/2023,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1070313
01/01/2023,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1132441
01/01/2023,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2737570
01/02/2023,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1830569
01/02/2023,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1497948
01/02/2023,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,821744
01/02/2023,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1262475
01/02/2023,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1097682
01/02/2023,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1588935
01/02/2023,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3174588
01/02/2023,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1118890
01/02/2023,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1057869
01/02/2023,QJK,NHS DEVON INTEGRATED CARE BOARD,1282124
01/02/2023,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,813119
01/02/2023,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1204785
01/02/2023,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2072706
01/02/2023,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1985645
01/02/2023,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1625633
01/02/2023,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2400732
01/02/2023,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1778583
01/02/2023,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1087965
01/02/2023,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1180919
01/02/2023,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,824519
01/02/2023,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1833332
01/02/2023,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",523974
01/02/2023,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3200437
01/02/2023,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1787609
01/02/2023,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",991584
01/02/2023,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,822959
01/02/2023,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,681829
01/02/2023,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1939061
01/02/2023,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2830243
01/02/2023,QSL,NHS SOMERSET INTEGRATED CARE BOARD,599727
01/02/2023,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1259714
01/02/2023,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600542
01/02/2023,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1968487
01/02/2023,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1301510
01/02/2023,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1031469
01/02/2023,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1070126
01/02/2023,QVV,NHS DORSET INTEGRATED CARE BOARD,824833
01/02/2023,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1745437
01/02/2023,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2644545
01/02/2023,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1071798
01/02/2023,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1133168
01/02/2023,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2739590
01/03/2023,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1831803
01/03/2023,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1498977
01/03/2023,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,822358
01/03/2023,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1263569
01/03/2023,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1100724
01/03/2023,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1592386
01/03/2023,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3177477
01/03/2023,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1119694
01/03/2023,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1058560
01/03/2023,QJK,NHS DEVON INTEGRATED CARE BOARD,1282854
01/03/2023,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,813465
01/03/2023,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1206384
01/03/2023,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2074556
01/03/2023,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1987310
01/03/2023,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1627794
01/03/2023,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2406023
01/03/2023,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1780644
01/03/2023,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1088258
01/03/2023,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1182464
01/03/2023,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,825696
01/03/2023,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1833471
01/03/2023,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",524308
01/03/2023,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3203746
01/03/2023,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1788985
01/03/2023,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",992121
01/03/2023,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,823762
01/03/2023,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,682262
01/03/2023,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1941502
01/03/2023,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2831620
01/03/2023,QSL,NHS SOMERSET INTEGRATED CARE BOARD,600026
01/03/2023,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1260478
01/03/2023,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600502
01/03/2023,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1968266
01/03/2023,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1303647
01/03/2023,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1032346
01/03/2023,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1071162
01/03/2023,QVV,NHS DORSET INTEGRATED CARE BOARD,824944
01/03/2023,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1747350
01/03/2023,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2647608
01/03/2023,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1073784
01/03/2023,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1133662
01/03/2023,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2741984
01/04/2023,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1832891
01/04/2023,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1499755
01/04/2023,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,822503
01/04/2023,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1264950
01/04/2023,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1103136
01/04/2023,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1595014
01/04/2023,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3179562
01/04/2023,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1120369
01/04/2023,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1059270
01/04/2023,QJK,NHS DEVON INTEGRATED CARE BOARD,1283375
01/04/2023,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,814173
01/04/2023,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1207497
01/04/2023,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2075835
01/04/2023,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1988377
01/04/2023,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1629587
01/04/2023,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2409865
01/04/2023,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1781515
01/04/2023,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1088169
01/04/2023,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1183541
01/04/2023,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,826452
01/04/2023,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1833646
01/04/2023,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",524687
01/04/2023,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3206023
01/04/2023,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1789797
01/04/2023,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",992680
01/04/2023,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,825507
01/04/2023,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,682822
01/04/2023,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1942721
01/04/2023,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2834087
01/04/2023,QSL,NHS SOMERSET INTEGRATED CARE BOARD,600313
01/04/2023,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1261482
01/04/2023,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600561
01/04/2023,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1969806
01/04/2023,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1305307
01/04/2023,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1032874
01/04/2023,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1071952
01/04/2023,QVV,NHS DORSET INTEGRATED CARE BOARD,825438
01/04/2023,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,1748853
01/04/2023,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,2649058
01/04/2023,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,1076256
01/04/2023,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,1133556
01/04/2023,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,2743997
01/05/2023,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,1833828
01/05/2023,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,1500559
01/05/2023,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,822790
01/05/2023,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,1265521
01/05/2023,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",1104486
01/05/2023,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,1596445
01/05/2023,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,3180436
01/05/2023,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,1121143
01/05/2023,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,1059132
01/05/2023,QJK,NHS DEVON INTEGRATED CARE BOARD,1282968
01/05/2023,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,814481
01/05/2023,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",1208004
01/05/2023,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,2075928
01/05/2023,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,1990598
01/05/2023,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,1630852
01/05/2023,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,2412845
01/05/2023,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,1782608
01/05/2023,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,1088308
01/05/2023,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,1184767
01/05/2023,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,827352
01/05/2023,QNX,NHS SUSSEX INTEGRATED CARE BOARD,1833806
01/05/2023,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",525157
01/05/2023,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,3209375
01/05/2023,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,1790617
01/05/2023,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",993463
01/05/2023,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,826425
01/05/2023,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,683296
01/05/2023,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,1943763
01/05/2023,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,2835643
01/05/2023,QSL,NHS SOMERSET INTEGRATED CARE BOARD,600598
01/05/2023,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,1261826
01/05/2023,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,600616
01/05/2023,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",1970736
01/05/2023,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,1307100
01/05/2023,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,1033643
01/05/2023,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",1072593
